Round,Wk,Day,Date,Time,Home,xG-H,Score,xG-A,Away,Attendance,Venue,Referee,Match Report,Notes,Année édition
Group stage,3,Tue,2021-10-19,21:00 ,Paris S-G,3.0,3–2,2.1,RB Leipzig,"47,359",Parc des Princes,Marco Guida,Match Report,,2022
Group stage,3,Tue,2021-10-19,21:00 ,Ajax,2.1,4–0,1.2,Dortmund,"54,029",Johan Cruyff ArenA,Jesús Gil,Match Report,,2022
Group stage,3,Tue,2021-10-19,22:00 ,Shakhtar,0.7,0–5,2.6,Real Madrid,"34,037",Oblasny SportKomplex Metalist,Srđan Jovanović,Match Report,,2022
Group stage,3,Wed,2021-10-20,18:45 ,RB Salzburg,2.7,3–1,0.9,Wolfsburg,"29,520",Red Bull Arena,Daniele Orsato,Match Report,,2022
Group stage,3,Wed,2021-10-20,18:45 ,Barcelona,2.2,1–0,0.1,Dynamo Kyiv,"45,968",Camp Nou,Clément Turpin,Match Report,,2022
Group stage,3,Wed,2021-10-20,20:00 ,Manchester Utd,2.8,3–2,1.6,Atalanta,"72,279",Old Trafford,Szymon Marciniak,Match Report,,2022
Group stage,3,Wed,2021-10-20,20:00 ,Benfica,0.7,0–4,3.0,Bayern Munich,"55,201",Estádio do Sport Lisboa e Benfica,Ovidiu Hațegan,Match Report,,2022
Group stage,3,Wed,2021-10-20,20:00 ,Chelsea,2.6,4–0,0.1,Malmö,"39,095",Stamford Bridge,François Letexier,Match Report,,2022
Group stage,3,Wed,2021-10-20,21:00 ,Lille,0.8,0–0,1.1,Sevilla,"34,362",Stade Pierre-Mauroy,Michael Oliver,Match Report,,2022
Group stage,3,Wed,2021-10-20,21:00 ,Young Boys,2.7,1–4,2.7,Villarreal,"27,398",Wankdorfstadion,Sergey Karasev,Match Report,,2022
Group stage,3,Wed,2021-10-20,22:00 ,Zenit,0.6,0–1,1.2,Juventus,"18,717",Gazprom Arena,Sandro Schärer,Match Report,,2022
Group stage,4,Tue,2021-11-02,18:45 ,Wolfsburg,1.7,2–1,1.6,RB Salzburg,"16,112",Volkswagen Arena,Artur Dias,Match Report,,2022
Group stage,4,Tue,2021-11-02,18:45 ,Malmö,0.2,0–1,2.5,Chelsea,"19,551",Eleda Stadion,Felix Brych,Match Report,,2022
Group stage,4,Tue,2021-11-02,21:00 ,Bayern Munich,4.8,5–2,1.0,Benfica,"50,000",Allianz Arena,Szymon Marciniak,Match Report,,2022
Group stage,4,Tue,2021-11-02,21:00 ,Atalanta,1.5,2–2,1.1,Manchester Utd,"14,443",Stadio Atleti Azzurri d'Italia,Slavko Vinčič,Match Report,,2022
Group stage,4,Tue,2021-11-02,21:00 ,Villarreal,2.2,2–0,1.1,Young Boys,"14,890",Estadio de la Cerámica,Serdar Gözübüyük,Match Report,,2022
Group stage,4,Tue,2021-11-02,21:00 ,Juventus,2.7,4–2,1.3,Zenit,"20,053",Allianz Stadium,Alejandro Hernández,Match Report,,2022
Group stage,4,Tue,2021-11-02,21:00 ,Sevilla,1.0,1–2,1.9,Lille,"29,369",Estadio Ramón Sánchez Pizjuán,István Kovács,Match Report,,2022
Group stage,4,Tue,2021-11-02,22:00 ,Dynamo Kyiv,1.1,0–1,1.1,Barcelona,"31,378",NSK Olimpijs'kyj,Ovidiu Hațegan,Match Report,,2022
Group stage,4,Wed,2021-11-03,18:45 ,Milan,0.6,1–1,1.8,Porto,"39,675",Stadio Giuseppe Meazza,Clément Turpin,Match Report,,2022
Group stage,4,Wed,2021-11-03,18:45 ,Real Madrid,2.0,2–1,1.3,Shakhtar,"38,105",Estadio Santiago Bernabéu,Benoît Bastien,Match Report,,2022
Group stage,4,Wed,2021-11-03,20:00 ,Manchester City,4.6,4–1,0.8,Club Brugge,"50,228",Etihad Stadium,Antonio Matéu Lahoz,Match Report,,2022
Group stage,4,Wed,2021-11-03,20:00 ,Sporting CP,2.7,4–0,1.1,Beşiktaş,"40,835",Estádio José Alvalade,Sergey Karasev,Match Report,,2022
Group stage,4,Wed,2021-11-03,20:00 ,Liverpool,3.0,2–0,0.2,Atlético Madrid,"51,347",Anfield,Danny Makkelie,Match Report,,2022
Group stage,4,Wed,2021-11-03,21:00 ,RB Leipzig,3.3,2–2,2.1,Paris S-G,"39,794",Red Bull Arena,Andreas Ekberg,Match Report,,2022
Group stage,4,Wed,2021-11-03,21:00 ,Dortmund,1.7,1–3,2.0,Ajax,"54,820",Signal Iduna Park,Michael Oliver,Match Report,,2022
Group stage,4,Wed,2021-11-03,22:00 ,Sheriff Tiraspol,0.3,1–3,2.5,Inter,"5,930",Bolshaya Sportivnaya Arena,Felix Zwayer,Match Report,,2022
Group stage,5,Tue,2021-11-23,18:45 ,Villarreal,0.6,0–2,1.2,Manchester Utd,"20,875",Estadio de la Cerámica,Felix Brych,Match Report,,2022
Group stage,5,Tue,2021-11-23,19:45 ,Dynamo Kyiv,1.1,1–2,1.0,Bayern Munich,"28,732",NSK Olimpijs'kyj,Halil Umut Meler,Match Report,,2022
Group stage,5,Tue,2021-11-23,20:00 ,Chelsea,3.0,4–0,0.7,Juventus,"39,513",Stamford Bridge,Srđan Jovanović,Match Report,,2022
Group stage,5,Tue,2021-11-23,21:00 ,Barcelona,1.4,0–0,1.2,Benfica,"49,572",Camp Nou,Sergey Karasev,Match Report,,2022
Group stage,5,Tue,2021-11-23,21:00 ,Lille,0.7,1–0,0.5,RB Salzburg,"33,573",Stade Pierre-Mauroy,Anthony Taylor,Match Report,,2022
Group stage,5,Tue,2021-11-23,21:00 ,Young Boys,0.7,3–3,1.2,Atalanta,"31,120",Stade de Suisse Wankdorf Bern,Daniel Siebert,Match Report,,2022
Group stage,5,Tue,2021-11-23,21:00 ,Sevilla,1.6,2–0,0.3,Wolfsburg,"28,663",Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,Match Report,,2022
Group stage,5,Tue,2021-11-23,21:00 ,Malmö,0.2,1–1,1.9,Zenit,"15,520",Eleda Stadion,Andris Treimanis,Match Report,,2022
Group stage,5,Wed,2021-11-24,18:45 ,Inter,2.6,2–0,0.6,Shakhtar,"46,225",Stadio Giuseppe Meazza,Ovidiu Hațegan,Match Report,,2022
Group stage,5,Wed,2021-11-24,20:00 ,Manchester City,2.1,2–1,1.0,Paris S-G,"52,030",Etihad Stadium,Daniele Orsato,Match Report,,2022
Group stage,5,Wed,2021-11-24,20:00 ,Sporting CP,1.9,3–1,1.6,Dortmund,"41,341",Estádio José Alvalade,Carlos del Cerro,Match Report,,2022
Group stage,5,Wed,2021-11-24,20:00 ,Liverpool,0.6,2–0,1.1,Porto,"52,209",Anfield,Felix Zwayer,Match Report,,2022
Group stage,5,Wed,2021-11-24,20:45 ,Beşiktaş,1.9,1–2,2.5,Ajax,"11,712",Vodafone Arena,Irfan Peljto,Match Report,,2022
Group stage,5,Wed,2021-11-24,21:00 ,Atlético Madrid,0.9,0–1,1.3,Milan,"61,019",Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,,2022
Group stage,5,Wed,2021-11-24,21:00 ,Club Brugge,0.9,0–5,3.8,RB Leipzig,"24,072",Jan Breydelstadion,Davide Massa,Match Report,,2022
Group stage,5,Wed,2021-11-24,22:00 ,Sheriff Tiraspol,1.4,0–3,1.5,Real Madrid,"5,932",Bolshaya Sportivnaya Arena,Szymon Marciniak,Match Report,,2022
Group stage,6,Tue,2021-12-07,18:45 ,Paris S-G,3.6,4–1,1.1,Club Brugge,"47,492",Parc des Princes,Jesús Gil,Match Report,,2022
Group stage,6,Tue,2021-12-07,18:45 ,RB Leipzig,1.7,2–1,1.2,Manchester City,,Red Bull Arena,Sandro Schärer,Match Report,,2022
Group stage,6,Tue,2021-12-07,20:00 ,Porto,1.6,1–3,3.7,Atlético Madrid,"38,830",Estádio Do Dragão,Clément Turpin,Match Report,,2022
Group stage,6,Tue,2021-12-07,21:00 ,Real Madrid,1.2,2–0,0.9,Inter,"44,887",Estadio Santiago Bernabéu,Felix Brych,Match Report,,2022
Group stage,6,Tue,2021-12-07,21:00 ,Dortmund,3.5,5–0,0.1,Beşiktaş,"15,000",Signal Iduna Park,François Letexier,Match Report,,2022
Group stage,6,Tue,2021-12-07,21:00 ,Ajax,2.1,4–2,1.2,Sporting CP,,Johan Cruyff ArenA,Davide Massa,Match Report,,2022
Group stage,6,Tue,2021-12-07,21:00 ,Milan,1.4,1–2,1.9,Liverpool,"56,237",Stadio Giuseppe Meazza,Danny Makkelie,Match Report,,2022
Group stage,6,Tue,2021-12-07,22:00 ,Shakhtar,2.0,1–1,1.0,Sheriff Tiraspol,"6,841",Oblasny SportKomplex Metalist,Donatas Rumšas,Match Report,,2022
Group stage,6,Wed,2021-12-08,18:45 ,Juventus,2.1,1–0,0.2,Malmö,"17,501",Allianz Stadium,Irfan Peljto,Match Report,,2022
Group stage,6,Wed,2021-12-08,20:00 ,Benfica,1.1,2–0,1.0,Dynamo Kyiv,"36,591",Estádio do Sport Lisboa e Benfica,Deniz Aytekin,Match Report,,2022
Group stage,6,Wed,2021-12-08,20:00 ,Manchester Utd,1.2,1–1,1.3,Young Boys,"73,156",Old Trafford,Benoît Bastien,Match Report,,2022
Group stage,6,Wed,2021-12-08,20:45 ,Zenit,2.6,3–3,2.7,Chelsea,"29,349",Gazprom Arena,Serdar Gözübüyük,Match Report,,2022
Group stage,6,Wed,2021-12-08,21:00 ,Bayern Munich,2.4,3–0,0.4,Barcelona,,Allianz Arena,Ovidiu Hațegan,Match Report,,2022
Group stage,6,Wed,2021-12-08,21:00 ,Wolfsburg,0.7,1–3,2.5,Lille,"6,544",Volkswagen Arena,Daniele Orsato,Match Report,,2022
Group stage,6,Wed,2021-12-08,21:00 ,RB Salzburg,0.6,1–0,0.9,Sevilla,,Red Bull Arena,Slavko Vinčič,Match Report,,2022
Group stage,6,Thu,2021-12-09,19:00 ,Atalanta,2.0,2–3,2.2,Villarreal,"11,690",Stadio Atleti Azzurri d'Italia,Anthony Taylor,Match Report,,2022
Round of 16,,Tue,2022-02-15,20:00 ,Sporting CP,0.1,0–5,2.1,Manchester City,"48,129",Estádio José Alvalade,Srdjan Stojanovic,Match Report,Leg 1 of 2,2022
Round of 16,,Tue,2022-02-15,21:00 ,Paris S-G,2.4,1–0,0.3,Real Madrid,"47,443",Parc des Princes,Daniele Orsato,Match Report,Leg 1 of 2,2022
Round of 16,,Wed,2022-02-16,21:00 ,RB Salzburg,1.1,1–1,2.3,Bayern Munich,"29,520",Red Bull Arena,Michael Oliver,Match Report,Leg 1 of 2,2022
Round of 16,,Wed,2022-02-16,21:00 ,Inter,0.6,0–2,1.0,Liverpool,"37,918",Stadio Giuseppe Meazza,Szymon Marciniak,Match Report,Leg 1 of 2,2022
Round of 16,,Tue,2022-02-22,20:00 ,Chelsea,1.2,2–0,0.8,Lille,"38,832",Stamford Bridge,Jesús Gil,Match Report,Leg 1 of 2,2022
Round of 16,,Tue,2022-02-22,21:00 ,Villarreal,1.3,1–1,0.7,Juventus,"17,686",Estadio de la Cerámica,Daniel Siebert,Match Report,Leg 1 of 2,2022
Round of 16,,Wed,2022-02-23,20:00 ,Benfica,2.0,2–2,2.4,Ajax,"54,760",Estádio do Sport Lisboa e Benfica,Slavko Vinčič,Match Report,Leg 1 of 2,2022
Round of 16,,Wed,2022-02-23,21:00 ,Atlético Madrid,1.3,1–1,0.6,Manchester Utd,"63,273",Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,Leg 1 of 2,2022
Round of 16,,Tue,2022-03-08,20:00 ,Liverpool,1.8,0–1,0.5,Inter,"51,747",Anfield,Antonio Matéu Lahoz,Match Report,Leg 2 of 2; Liverpool won,2022
Round of 16,,Tue,2022-03-08,21:00 ,Bayern Munich,4.2,7–1,0.7,RB Salzburg,"25,000",Allianz Arena,Clément Turpin,Match Report,Leg 2 of 2; Bayern Munich won,2022
Round of 16,,Wed,2022-03-09,20:00 ,Manchester City,1.5,0–0,0.8,Sporting CP,"51,213",Etihad Stadium,Halil Umut Meler,Match Report,Leg 2 of 2; Manchester City won,2022
Round of 16,,Wed,2022-03-09,21:00 ,Real Madrid,1.9,3–1,1.1,Paris S-G,"59,895",Estadio Santiago Bernabéu,Danny Makkelie,Match Report,Leg 2 of 2; Real Madrid won,2022
Round of 16,,Tue,2022-03-15,20:00 ,Manchester Utd,1.0,0–1,0.5,Atlético Madrid,"73,008",Old Trafford,Slavko Vinčič,Match Report,Leg 2 of 2; Atlético Madrid won,2022
Round of 16,,Tue,2022-03-15,21:00 ,Ajax,1.3,0–1,0.4,Benfica,"54,066",Johan Cruyff ArenA,Carlos del Cerro,Match Report,Leg 2 of 2; Benfica won,2022
Round of 16,,Wed,2022-03-16,21:00 ,Lille,1.7,1–2,1.0,Chelsea,"49,048",Stade Pierre-Mauroy,Davide Massa,Match Report,Leg 2 of 2; Chelsea won,2022
Round of 16,,Wed,2022-03-16,21:00 ,Juventus,1.5,0–3,2.5,Villarreal,"30,385",Allianz Stadium,Szymon Marciniak,Match Report,Leg 2 of 2; Villarreal won,2022
Quarter-finals,,Tue,2022-04-05,20:00 ,Benfica,1.2,1–3,3.9,Liverpool,"59,633",Estádio do Sport Lisboa e Benfica,Jesús Gil,Match Report,Leg 1 of 2,2022
Quarter-finals,,Tue,2022-04-05,20:00 ,Manchester City,1.0,1–0,0.0,Atlético Madrid,"52,018",Etihad Stadium,István Kovács,Match Report,Leg 1 of 2,2022
Quarter-finals,,Wed,2022-04-06,20:00 ,Chelsea,1.3,1–3,1.8,Real Madrid,"38,689",Stamford Bridge,Clément Turpin,Match Report,Leg 1 of 2,2022
Quarter-finals,,Wed,2022-04-06,21:00 ,Villarreal,1.5,1–0,1.6,Bayern Munich,"21,626",Estadio de la Cerámica,Anthony Taylor,Match Report,Leg 1 of 2,2022
Quarter-finals,,Tue,2022-04-12,21:00 ,Bayern Munich,1.4,1–1,0.7,Villarreal,"70,000",Allianz Arena,Slavko Vinčič,Match Report,Leg 2 of 2; Villarreal won,2022
Quarter-finals,,Tue,2022-04-12,21:00 ,Real Madrid,1.2,2–3,2.7,Chelsea,"59,839",Estadio Santiago Bernabéu,Szymon Marciniak,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time,2022
Quarter-finals,,Wed,2022-04-13,20:00 ,Liverpool,1.8,3–3,1.2,Benfica,"51,373",Anfield,Serdar Gözübüyük,Match Report,Leg 2 of 2; Liverpool won,2022
Quarter-finals,,Wed,2022-04-13,21:00 ,Atlético Madrid,0.8,0–0,1.2,Manchester City,"65,675",Estadio Wanda Metropolitano,Daniel Siebert,Match Report,Leg 2 of 2; Manchester City won,2022
Semi-finals,,Tue,2022-04-26,20:00 ,Manchester City,2.7,4–3,1.6,Real Madrid,"52,217",Etihad Stadium,István Kovács,Match Report,Leg 1 of 2,2022
Semi-finals,,Wed,2022-04-27,20:00 ,Liverpool,1.6,2–0,0.1,Villarreal,"51,586",Anfield,Szymon Marciniak,Match Report,Leg 1 of 2,2022
Semi-finals,,Tue,2022-05-03,21:00 ,Villarreal,1.2,2–3,2.5,Liverpool,"23,665",Estadio de la Cerámica,Danny Makkelie,Match Report,Leg 2 of 2; Liverpool won,2022
Semi-finals,,Wed,2022-05-04,21:00 ,Real Madrid,2.3,3–1,1.4,Manchester City,"61,416",Estadio Santiago Bernabéu,Daniele Orsato,Match Report,Leg 2 of 2; Real Madrid won; Required Extra Time,2022
Final,,Sat,2022-05-28,21:30 ,Liverpool,2.2,0–1,0.9,Real Madrid,"75,000",Stade de France (Neutral Site),Clément Turpin,Match Report,,2022
Group stage,1,Tue,2020-10-20,19:55 ,Zenit,2.2,1–2,2.0,Club Brugge,"16,682",Gazprom Arena,Benoît Bastien,Match Report,,2021
Group stage,1,Tue,2020-10-20,19:55 ,Dynamo Kyiv,0.5,0–2,2.0,Juventus,"14,850",NSK Olimpijs'kyj,Ovidiu Hațegan,Match Report,,2021
Group stage,1,Tue,2020-10-20,20:00 ,Chelsea,0.4,0–0,0.2,Sevilla,,Stamford Bridge,Davide Massa,Match Report,,2021
Group stage,1,Tue,2020-10-20,21:00 ,Barcelona,2.8,5–1,1.3,Ferencváros,,Camp Nou,Sandro Schärer,Match Report,,2021
Group stage,1,Tue,2020-10-20,21:00 ,RB Leipzig,1.0,2–0,0.6,Başakşehir,999,Red Bull Arena,Jesús Gil,Match Report,,2021
Group stage,1,Tue,2020-10-20,21:00 ,Rennes,2.7,1–1,1.4,Krasnodar,"4,973",Roazhon Park,Anastasios Sidiropoulos,Match Report,,2021
Group stage,1,Tue,2020-10-20,21:00 ,Paris S-G,1.4,1–2,1.4,Manchester Utd,,Parc des Princes,Antonio Matéu Lahoz,Match Report,,2021
Group stage,1,Tue,2020-10-20,21:00 ,Lazio,1.7,3–1,1.3,Dortmund,"1,000",Stadio Olimpico,Clément Turpin,Match Report,,2021
Group stage,1,Wed,2020-10-21,18:55 ,Real Madrid,1.0,2–3,1.7,Shakhtar,,Estadio Alfredo Di Stéfano,Srđan Jovanović,Match Report,,2021
Group stage,1,Wed,2020-10-21,18:55 ,RB Salzburg,1.1,2–2,0.8,Loko Moscow,"3,000",Red Bull Arena,Serdar Gözübüyük,Match Report,,2021
Group stage,1,Wed,2020-10-21,20:00 ,Manchester City,1.5,3–1,0.2,Porto,,Etihad Stadium,Andris Treimanis,Match Report,,2021
Group stage,1,Wed,2020-10-21,21:00 ,Bayern Munich,2.6,4–0,0.4,Atlético Madrid,,Allianz Arena,Michael Oliver,Match Report,,2021
Group stage,1,Wed,2020-10-21,21:00 ,Inter,2.8,2–2,1.4,M'Gladbach,"1,000",Stadio Giuseppe Meazza,Björn Kuipers,Match Report,,2021
Group stage,1,Wed,2020-10-21,21:00 ,Ajax,1.4,0–1,1.1,Liverpool,,Johan Cruyff ArenA,Felix Brych,Match Report,,2021
Group stage,1,Wed,2020-10-21,21:00 ,Midtjylland,0.8,0–4,2.5,Atalanta,132,MCH Arena,Artur Soares Dias,Match Report,,2021
Group stage,1,Wed,2020-10-21,22:00 ,Olympiacos,1.0,1–0,0.9,Marseille,,Stadio Georgios Karaiskáki,Daniele Orsato,Match Report,,2021
Group stage,2,Tue,2020-10-27,19:55 ,Shakhtar,0.1,0–0,1.7,Inter,"10,178",Oblasny SportKomplex Metalist,Georgi Kabakov,Match Report,,2021
Group stage,2,Tue,2020-10-27,20:00 ,Liverpool,2.2,2–0,1.2,Midtjylland,,Anfield,Paweł Raczkowski,Match Report,,2021
Group stage,2,Tue,2020-10-27,20:00 ,Porto,1.4,2–0,1.0,Olympiacos,"2,450",Estádio Do Dragão,Daniel Siebert,Match Report,,2021
Group stage,2,Tue,2020-10-27,20:55 ,Loko Moscow,1.5,1–2,3.2,Bayern Munich,"8,196",RZD Arena,István Kovács,Match Report,,2021
Group stage,2,Tue,2020-10-27,21:00 ,Marseille,0.1,0–3,1.9,Manchester City,,Orange Vélodrome,Tobias Stieler,Match Report,,2021
Group stage,2,Tue,2020-10-27,21:00 ,Atalanta,1.7,2–2,1.4,Ajax,,Stadio Atleti Azzurri d'Italia,Damir Skomina,Match Report,,2021
Group stage,2,Tue,2020-10-27,21:00 ,Atlético Madrid,2.5,3–2,1.1,RB Salzburg,,Estadio Wanda Metropolitano,Ovidiu Hațegan,Match Report,,2021
Group stage,2,Tue,2020-10-27,21:00 ,M'Gladbach,1.6,2–2,2.6,Real Madrid,,Stadion im Borussia-Park,Orel Grinfeeld,Match Report,,2021
Group stage,2,Wed,2020-10-28,20:00 ,Manchester Utd,3.2,5–0,0.5,RB Leipzig,577,Old Trafford,Matej Jug,Match Report,,2021
Group stage,2,Wed,2020-10-28,20:55 ,Krasnodar,0.6,0–4,2.4,Chelsea,"10,544",Krasnodar Stadium,Ali Palabıyık,Match Report,,2021
Group stage,2,Wed,2020-10-28,20:55 ,Başakşehir,0.9,0–2,2.4,Paris S-G,350,Başakşehir Fatih Terim Stadium,Andreas Ekberg,Match Report,,2021
Group stage,2,Wed,2020-10-28,21:00 ,Dortmund,1.7,2–0,0.2,Zenit,,Signal Iduna Park,Björn Kuipers,Match Report,,2021
Group stage,2,Wed,2020-10-28,21:00 ,Club Brugge,2.1,1–1,0.8,Lazio,,Jan Breydelstadion,Anthony Taylor,Match Report,,2021
Group stage,2,Wed,2020-10-28,21:00 ,Sevilla,2.6,1–0,0.1,Rennes,,Estadio Ramón Sánchez Pizjuán,Cüneyt Çakιr,Match Report,,2021
Group stage,2,Wed,2020-10-28,21:00 ,Ferencváros,1.0,2–2,1.6,Dynamo Kyiv,"6,171",Groupama Arena,Ivan Kružliak,Match Report,,2021
Group stage,2,Wed,2020-10-28,21:00 ,Juventus,0.4,0–2,2.3,Barcelona,,Allianz Stadium,Danny Makkelie,Match Report,,2021
Group stage,3,Tue,2020-11-03,19:55 ,Shakhtar,0.4,0–6,2.3,M'Gladbach,,Oblasny SportKomplex Metalist,Serdar Gözübüyük,Match Report,,2021
Group stage,3,Tue,2020-11-03,20:00 ,Porto,2.4,3–0,1.0,Marseille,,Estádio Do Dragão,Antonio Matéu Lahoz,Match Report,,2021
Group stage,3,Tue,2020-11-03,20:00 ,Manchester City,1.7,3–0,0.6,Olympiacos,,Etihad Stadium,Carlos del Cerro,Match Report,,2021
Group stage,3,Tue,2020-11-03,20:55 ,Loko Moscow,0.9,1–1,1.0,Atlético Madrid,"8,147",RZD Arena,Benoît Bastien,Match Report,,2021
Group stage,3,Tue,2020-11-03,21:00 ,RB Salzburg,1.8,2–6,2.9,Bayern Munich,,Red Bull Arena,Danny Makkelie,Match Report,,2021
Group stage,3,Tue,2020-11-03,21:00 ,Midtjylland,0.7,1–2,0.7,Ajax,132,MCH Arena,Bobby Madden,Match Report,,2021
Group stage,3,Tue,2020-11-03,21:00 ,Real Madrid,1.2,3–2,0.7,Inter,,Estadio Alfredo Di Stéfano,Clément Turpin,Match Report,,2021
Group stage,3,Tue,2020-11-03,21:00 ,Atalanta,1.2,0–5,2.5,Liverpool,,Stadio Atleti Azzurri d'Italia,Ovidiu Hațegan,Match Report,,2021
Group stage,3,Wed,2020-11-04,20:00 ,Chelsea,3.3,3–0,0.6,Rennes,,Stamford Bridge,Felix Zwayer,Match Report,,2021
Group stage,3,Wed,2020-11-04,20:55 ,Başakşehir,1.0,2–1,0.7,Manchester Utd,350,Başakşehir Fatih Terim Stadium,Davide Massa,Match Report,,2021
Group stage,3,Wed,2020-11-04,20:55 ,Zenit,1.2,1–1,0.7,Lazio,"17,427",Gazprom Arena,Artur Soares Dias,Match Report,,2021
Group stage,3,Wed,2020-11-04,21:00 ,Sevilla,2.0,3–2,1.4,Krasnodar,,Estadio Ramón Sánchez Pizjuán,Felix Brych,Match Report,,2021
Group stage,3,Wed,2020-11-04,21:00 ,Club Brugge,1.2,0–3,1.8,Dortmund,,Jan Breydelstadion,Damir Skomina,Match Report,,2021
Group stage,3,Wed,2020-11-04,21:00 ,Ferencváros,1.5,1–4,2.7,Juventus,"18,531",Puskás Aréna,Orel Grinfeeld,Match Report,,2021
Group stage,3,Wed,2020-11-04,21:00 ,Barcelona,3.5,2–1,2.7,Dynamo Kyiv,,Camp Nou,Michael Oliver,Match Report,,2021
Group stage,3,Wed,2020-11-04,21:00 ,RB Leipzig,1.9,2–1,1.3,Paris S-G,,Red Bull Arena,Szymon Marciniak,Match Report,,2021
Group stage,4,Tue,2020-11-24,18:55 ,Rennes,1.1,1–2,2.2,Chelsea,,Roazhon Park,Björn Kuipers,Match Report,,2021
Group stage,4,Tue,2020-11-24,20:00 ,Manchester Utd,2.9,4–1,1.3,Başakşehir,545,Old Trafford,Ovidiu Hațegan,Match Report,,2021
Group stage,4,Tue,2020-11-24,20:55 ,Krasnodar,1.1,1–2,1.6,Sevilla,"10,554",Krasnodar Stadium,Marco Guida,Match Report,,2021
Group stage,4,Tue,2020-11-24,21:00 ,Lazio,3.3,3–1,0.6,Zenit,,Stadio Olimpico,Michael Oliver,Match Report,,2021
Group stage,4,Tue,2020-11-24,21:00 ,Paris S-G,1.1,1–0,1.4,RB Leipzig,,Parc des Princes,Danny Makkelie,Match Report,,2021
Group stage,4,Tue,2020-11-24,21:00 ,Dortmund,1.6,3–0,0.1,Club Brugge,,Signal Iduna Park,Ivan Kružliak,Match Report,,2021
Group stage,4,Tue,2020-11-24,21:00 ,Juventus,1.0,2–1,0.4,Ferencváros,,Allianz Stadium,Daniel Siebert,Match Report,,2021
Group stage,4,Tue,2020-11-24,22:00 ,Dynamo Kyiv,0.3,0–4,3.0,Barcelona,,NSK Olimpijs'kyj,Matej Jug,Match Report,,2021
Group stage,4,Wed,2020-11-25,18:55 ,M'Gladbach,3.2,4–0,0.7,Shakhtar,,Stadion im Borussia-Park,Cüneyt Çakιr,Match Report,,2021
Group stage,4,Wed,2020-11-25,19:55 ,Olympiacos,0.1,0–1,2.4,Manchester City,,Stadio Georgios Karaiskáki,Davide Massa,Match Report,,2021
Group stage,4,Wed,2020-11-25,20:00 ,Liverpool,0.2,0–2,1.2,Atalanta,,Anfield,Carlos del Cerro,Match Report,,2021
Group stage,4,Wed,2020-11-25,21:00 ,Marseille,1.3,0–2,2.1,Porto,,Orange Vélodrome,Andreas Ekberg,Match Report,,2021
Group stage,4,Wed,2020-11-25,21:00 ,Inter,0.2,0–2,2.0,Real Madrid,,Stadio Giuseppe Meazza,Anthony Taylor,Match Report,,2021
Group stage,4,Wed,2020-11-25,21:00 ,Ajax,2.4,3–1,1.4,Midtjylland,,Johan Cruyff ArenA,Sergey Karasev,Match Report,,2021
Group stage,4,Wed,2020-11-25,21:00 ,Atlético Madrid,1.6,0–0,0.2,Loko Moscow,,Estadio Wanda Metropolitano,Slavko Vinčič,Match Report,,2021
Group stage,4,Wed,2020-11-25,21:00 ,Bayern Munich,1.3,3–1,3.3,RB Salzburg,,Allianz Arena,Orel Grinfeeld,Match Report,,2021
Group stage,5,Tue,2020-12-01,19:55 ,Shakhtar,1.3,2–0,1.4,Real Madrid,,Oblasny SportKomplex Metalist,Ovidiu Hațegan,Match Report,,2021
Group stage,5,Tue,2020-12-01,20:00 ,Liverpool,2.0,1–0,1.5,Ajax,,Anfield,Tobias Stieler,Match Report,,2021
Group stage,5,Tue,2020-12-01,20:00 ,Porto,0.1,0–0,2.5,Manchester City,,Estádio Do Dragão,Björn Kuipers,Match Report,,2021
Group stage,5,Tue,2020-12-01,20:55 ,Loko Moscow,1.1,1–3,2.4,RB Salzburg,"6,759",RZD Arena,Ali Palabıyık,Match Report,,2021
Group stage,5,Tue,2020-12-01,21:00 ,Marseille,2.0,2–1,0.3,Olympiacos,,Orange Vélodrome,Jesús Gil,Match Report,,2021
Group stage,5,Tue,2020-12-01,21:00 ,Atalanta,2.4,1–1,0.7,Midtjylland,,Stadio Atleti Azzurri d'Italia,Anastasios Sidiropoulos,Match Report,,2021
Group stage,5,Tue,2020-12-01,21:00 ,M'Gladbach,1.3,2–3,1.6,Inter,,Stadion im Borussia-Park,Danny Makkelie,Match Report,,2021
Group stage,5,Tue,2020-12-01,21:00 ,Atlético Madrid,1.6,1–1,1.1,Bayern Munich,,Estadio Wanda Metropolitano,Clément Turpin,Match Report,,2021
Group stage,5,Wed,2020-12-02,20:00 ,Manchester Utd,1.2,1–3,2.8,Paris S-G,,Old Trafford,Daniele Orsato,Match Report,,2021
Group stage,5,Wed,2020-12-02,20:55 ,Krasnodar,1.5,1–0,0.7,Rennes,"8,747",Krasnodar Stadium,William Collum,Match Report,,2021
Group stage,5,Wed,2020-12-02,20:55 ,Başakşehir,0.6,3–4,2.1,RB Leipzig,,Başakşehir Fatih Terim Stadium,Carlos del Cerro,Match Report,,2021
Group stage,5,Wed,2020-12-02,21:00 ,Club Brugge,2.0,3–0,0.2,Zenit,,Jan Breydelstadion,Serdar Gözübüyük,Match Report,,2021
